T	<m>	d<m>
2.260	-0.433	0.117
2.260	-0.576	0.107
2.260	-0.539	0.121
2.260	0.598	0.109
2.260	-0.423	0.098
2.260	-0.588	0.101
2.260	-0.485	0.097
2.260	-0.614	0.087
2.260	-0.534	0.095
2.260	0.605	0.103
2.260	-0.480	0.109
2.260	-0.674	0.105
2.260	-0.605	0.105
2.260	-0.620	0.099
2.260	-0.606	0.116
2.260	-0.579	0.115
2.260	-0.525	0.109
2.260	-0.734	0.094
2.260	0.762	0.092
2.260	0.584	0.111
2.260	-0.483	0.104
2.260	-0.626	0.095
2.260	-0.748	0.081
2.260	-0.635	0.096
2.260	-0.546	0.108
2.260	0.300	0.094
2.260	-0.703	0.102
2.260	0.546	0.122
2.260	-0.159	0.074
2.260	-0.629	0.102
2.260	-0.536	0.097
2.260	-0.695	0.101
2.260	0.618	0.115
2.260	-0.625	0.118
2.260	-0.719	0.086
2.260	0.665	0.103
2.260	0.667	0.101
2.260	0.675	0.097
2.260	0.467	0.105
2.260	0.247	0.079
2.260	-0.692	0.110
2.260	0.481	0.105
2.260	0.524	0.101
2.260	-0.642	0.105
2.260	0.654	0.110
2.260	0.552	0.118
2.260	-0.362	0.107
2.260	0.242	0.076
2.260	0.636	0.098
2.260	0.558	0.102
2.260	0.691	0.103
2.260	0.657	0.108
2.260	0.745	0.099
2.260	0.710	0.102
2.260	-0.622	0.111
2.260	-0.633	0.104
2.260	-0.528	0.119
2.260	-0.625	0.108
2.260	0.739	0.104
2.260	0.652	0.107
2.260	-0.647	0.109
2.260	-0.712	0.102
2.260	0.707	0.100
2.260	-0.475	0.106
2.260	0.701	0.098
2.260	0.669	0.103
2.260	0.133	0.076
2.260	0.359	0.112
2.260	-0.711	0.091
2.260	0.140	0.080
2.260	-0.652	0.110
2.260	-0.660	0.127
2.260	0.630	0.111
2.260	-0.625	0.117
2.260	-0.660	0.117
2.260	-0.709	0.097
2.260	-0.680	0.102
2.260	0.441	0.105
2.260	-0.603	0.102
2.260	-0.475	0.121
2.260	0.698	0.095
2.260	0.577	0.101
2.260	-0.546	0.123
2.260	0.616	0.100
2.260	0.190	0.078
2.260	-0.639	0.104
2.260	0.483	0.110
2.260	-0.582	0.107
2.260	0.412	0.129
2.260	0.644	0.115
2.260	0.675	0.108
2.260	0.028	0.066
2.260	-0.576	0.108
2.260	-0.117	0.071
2.260	-0.437	0.120
2.260	0.539	0.104
2.260	0.686	0.089
2.260	-0.390	0.089
2.260	-0.630	0.110
2.260	-0.103	0.075
2.260	-0.633	0.110
2.260	0.590	0.088
2.260	0.625	0.121
2.260	-0.498	0.112
2.260	0.731	0.084
2.260	0.693	0.092
2.260	0.600	0.097
2.260	0.602	0.093
2.260	-0.414	0.098
2.260	-0.621	0.106
2.260	0.727	0.090
2.260	0.556	0.111
2.260	-0.727	0.092
2.260	-0.286	0.077
2.260	0.547	0.122
2.260	-0.578	0.118
2.260	-0.012	0.072
2.260	0.240	0.122
2.260	-0.647	0.112
2.260	0.501	0.130
2.260	0.719	0.096
2.260	-0.725	0.097
2.260	0.587	0.094
2.260	0.616	0.114
2.260	-0.385	0.102
2.260	0.434	0.114
2.260	0.670	0.099
2.260	0.514	0.107
2.260	0.373	0.109
2.260	0.388	0.108
2.260	-0.532	0.103
2.260	0.681	0.108
2.260	-0.017	0.093
2.260	0.391	0.102
2.260	0.373	0.110
2.260	-0.568	0.118
2.260	0.718	0.101
2.260	0.599	0.092
2.260	-0.640	0.095
2.260	0.457	0.115
2.260	0.666	0.103
2.260	0.613	0.121
2.260	0.698	0.108
2.260	0.684	0.101
2.260	-0.473	0.103
2.260	0.526	0.111
2.260	0.552	0.094
2.260	-0.626	0.105
2.260	0.594	0.099
2.260	0.690	0.095
2.260	-0.492	0.108
2.260	-0.173	0.085
2.260	0.252	0.090
2.260	-0.553	0.120
2.260	-0.676	0.107
2.260	-0.641	0.102
2.260	-0.420	0.086
2.260	-0.544	0.125
2.260	0.706	0.106
2.260	-0.676	0.100
2.260	0.527	0.108
2.260	-0.623	0.111
2.260	-0.683	0.092
2.260	0.329	0.122
2.260	-0.470	0.113
2.260	-0.611	0.107
2.260	-0.622	0.122
2.260	-0.596	0.108
2.260	-0.242	0.110
2.260	-0.630	0.102
2.260	0.372	0.081
2.260	-0.408	0.113
2.260	-0.661	0.105
2.260	0.633	0.104
2.260	-0.736	0.092
2.260	0.629	0.092
2.260	0.485	0.112
2.260	-0.390	0.118
2.260	-0.560	0.103
2.260	0.240	0.087
2.260	-0.680	0.096
2.260	0.183	0.093
2.260	0.574	0.115
2.260	0.690	0.091
2.260	0.498	0.100
2.260	0.454	0.111
2.260	-0.682	0.104
2.260	-0.532	0.114
2.260	-0.576	0.116
2.260	-0.537	0.091
2.260	-0.656	0.101
2.260	-0.667	0.105
2.260	0.565	0.102
2.260	0.677	0.094
2.260	0.720	0.089
2.260	-0.683	0.108
2.260	-0.486	0.107
2.260	0.529	0.107
2.260	-0.653	0.101
2.260	-0.494	0.103
2.260	0.696	0.106
2.260	-0.629	0.098
2.260	-0.757	0.099
2.260	0.457	0.105
2.260	0.701	0.109
2.260	0.264	0.102
2.260	0.700	0.102
2.260	0.622	0.104
2.260	-0.270	0.111
2.260	-0.619	0.094
2.260	-0.502	0.106
2.260	-0.582	0.092
2.260	0.664	0.115
2.260	-0.521	0.117
2.260	-0.667	0.105
2.260	-0.659	0.099
2.260	0.546	0.117
2.260	0.558	0.118
2.260	-0.590	0.115
2.260	0.537	0.110
2.260	0.491	0.099
2.260	0.685	0.091
2.260	-0.633	0.108
2.260	-0.575	0.112
2.260	-0.611	0.114
2.260	0.685	0.105
2.260	-0.689	0.101
2.260	-0.097	0.072
2.260	0.625	0.095
2.260	0.714	0.091
2.260	0.562	0.107
2.260	0.458	0.109
2.260	0.661	0.101
2.260	-0.672	0.095
2.260	0.634	0.103
2.260	-0.354	0.095
2.260	0.533	0.109
2.260	0.051	0.092
2.260	0.646	0.109
2.260	-0.663	0.093
2.260	-0.670	0.096
2.260	0.588	0.105
2.260	-0.667	0.105
2.260	0.640	0.104
2.260	-0.564	0.117
2.260	-0.513	0.105
2.260	0.622	0.091
2.260	-0.577	0.101
2.260	-0.589	0.116
2.260	-0.080	0.072
2.260	0.574	0.115
2.260	0.585	0.107
2.260	-0.257	0.110
2.260	0.697	0.106
2.260	-0.234	0.109
2.260	-0.662	0.105
2.260	-0.536	0.109
2.260	-0.644	0.093
2.260	0.591	0.090
2.260	-0.669	0.097
2.260	-0.612	0.091
2.260	0.638	0.111
2.260	-0.466	0.103
2.260	0.630	0.112
2.260	-0.631	0.102
2.260	-0.667	0.099
2.260	0.560	0.098
2.260	0.556	0.113
2.260	0.707	0.103
2.260	0.614	0.113
2.260	0.568	0.107
2.260	-0.016	0.092
2.260	0.460	0.105
2.260	0.521	0.114
2.260	0.643	0.099
2.260	-0.677	0.097
2.260	-0.603	0.104
2.260	-0.474	0.105
2.260	-0.571	0.097
2.260	0.335	0.117
2.260	0.594	0.098
2.260	-0.663	0.113
2.260	-0.665	0.090
2.260	-0.617	0.110
2.260	0.605	0.112
2.260	-0.674	0.098
2.260	0.636	0.116
2.260	0.668	0.095
2.260	0.722	0.099
2.260	0.527	0.100
2.260	-0.519	0.122
2.260	-0.685	0.107
2.260	0.598	0.119
2.260	0.701	0.090
2.260	0.527	0.112
2.260	-0.412	0.087
2.260	0.539	0.109
2.260	-0.471	0.121
2.260	0.484	0.132
2.260	0.075	0.084
2.260	0.677	0.114
2.260	-0.557	0.114
2.260	-0.718	0.093
2.260	0.603	0.108
2.260	-0.646	0.099
2.260	-0.437	0.114
2.260	0.571	0.097
2.260	-0.676	0.093
2.260	-0.648	0.094
2.260	-0.491	0.114
2.260	0.620	0.094
2.260	-0.574	0.096
2.260	0.410	0.107
2.260	0.732	0.096
2.260	0.626	0.112
2.260	0.326	0.093
2.260	-0.474	0.114
2.260	-0.537	0.096
2.260	0.385	0.120
2.260	0.669	0.116
2.260	-0.505	0.138
2.260	-0.326	0.108
2.260	-0.655	0.109
2.260	0.424	0.099
2.260	0.651	0.110
2.260	-0.688	0.097
2.260	0.667	0.097
2.260	0.532	0.124
2.260	-0.547	0.098
2.260	-0.474	0.103
2.260	0.378	0.130
2.260	0.631	0.098
2.260	0.652	0.109
2.260	0.634	0.121
2.260	0.504	0.087
2.260	-0.677	0.096
2.260	-0.574	0.116
2.260	-0.519	0.097
2.260	-0.506	0.093
2.260	-0.669	0.108
2.260	-0.551	0.107
2.260	0.643	0.109
2.260	0.231	0.086
2.260	0.329	0.078
2.260	0.685	0.093
2.260	-0.497	0.109
2.260	0.702	0.096
2.260	-0.347	0.080
2.260	-0.607	0.110
2.260	-0.694	0.113
2.260	0.580	0.116
2.260	0.487	0.107
2.260	0.515	0.108
2.260	0.644	0.109
2.260	-0.600	0.097
2.260	0.349	0.120
2.260	-0.684	0.098
2.260	-0.677	0.102
2.260	0.501	0.108
2.260	-0.673	0.100
2.260	-0.675	0.103
2.260	-0.659	0.093
2.260	-0.591	0.110
2.260	-0.501	0.096
2.260	0.558	0.114
2.260	-0.701	0.100
2.260	-0.541	0.095
2.260	-0.668	0.112
2.260	-0.240	0.109
2.260	-0.730	0.096
2.260	-0.629	0.113
2.260	-0.471	0.114
2.260	-0.648	0.103
2.260	0.361	0.112
2.260	-0.584	0.114
2.260	0.123	0.076
2.260	0.640	0.104
2.260	0.655	0.110
2.260	0.327	0.075
2.260	-0.640	0.084
2.260	0.726	0.101
2.260	-0.206	0.110
2.260	0.594	0.108
2.260	0.686	0.099
2.260	-0.463	0.116
2.260	-0.650	0.098
2.260	-0.649	0.106
2.260	0.033	0.075
2.260	-0.117	0.081
2.260	-0.697	0.099
2.260	-0.584	0.102
2.260	-0.605	0.105
2.260	-0.643	0.101
2.260	0.681	0.114
2.260	0.635	0.123
2.260	0.664	0.108
2.260	0.713	0.096
2.260	0.618	0.114
2.260	0.639	0.100
2.260	-0.682	0.100
2.260	-0.528	0.107
2.260	0.143	0.077
2.260	0.416	0.099
2.260	0.565	0.101
2.260	0.506	0.109
2.260	0.636	0.114
2.260	0.312	0.102
2.260	-0.598	0.112
2.260	-0.482	0.103
2.260	0.705	0.082
2.260	0.697	0.093
2.260	0.226	0.111
2.260	0.632	0.102
2.260	0.408	0.076
2.260	-0.408	0.121
2.260	0.595	0.108
2.260	-0.624	0.088
2.260	-0.695	0.096
2.260	0.702	0.096
2.260	0.457	0.103
2.260	-0.612	0.098
2.260	-0.352	0.107
2.260	-0.152	0.075
2.260	0.457	0.101
2.260	-0.656	0.106
2.260	-0.696	0.104
2.260	-0.716	0.101
2.260	-0.491	0.100
2.260	0.404	0.106
2.260	0.605	0.104
2.260	0.550	0.102
2.260	0.658	0.104
2.260	0.695	0.113
2.260	-0.740	0.087
2.260	-0.468	0.103
2.260	0.635	0.103
2.260	0.634	0.104
2.260	-0.591	0.105
2.260	-0.605	0.114
2.260	0.661	0.097
2.260	0.688	0.104
2.260	-0.639	0.116
2.260	0.344	0.092
2.260	-0.651	0.096
2.260	-0.639	0.105
2.260	-0.671	0.095
2.260	-0.328	0.110
2.260	0.473	0.111
2.260	-0.625	0.096
2.260	-0.609	0.087
2.260	0.654	0.097
2.260	-0.117	0.074
2.260	-0.492	0.108
2.260	0.635	0.111
2.260	-0.585	0.117
2.260	-0.393	0.111
2.260	0.203	0.123
2.260	0.387	0.094
2.260	-0.647	0.113
2.260	0.596	0.099
2.260	0.118	0.083
2.260	-0.636	0.102
2.260	-0.374	0.096
2.260	0.493	0.105
2.260	0.619	0.103
2.260	-0.474	0.102
2.260	0.250	0.108
2.260	-0.642	0.099
2.260	0.609	0.115
2.260	-0.698	0.098
2.260	0.446	0.113
2.260	0.466	0.123
2.260	0.578	0.097
2.260	-0.558	0.119
2.260	0.609	0.110
2.260	-0.562	0.108
2.260	0.656	0.109
2.260	0.751	0.085
2.260	-0.664	0.109
2.260	-0.681	0.106
2.260	0.715	0.089
2.260	0.522	0.111
2.260	-0.440	0.107
2.260	0.419	0.105
2.260	0.471	0.101
2.260	0.667	0.103
2.260	0.470	0.114
2.260	0.600	0.114
2.260	0.647	0.122
2.260	-0.582	0.113
2.260	-0.403	0.093
2.260	-0.518	0.103
2.260	0.697	0.107
2.260	0.301	0.084
2.260	-0.544	0.100
2.260	-0.670	0.108
2.260	0.703	0.092
2.260	-0.642	0.104
2.260	0.531	0.093
2.260	0.651	0.102
2.260	0.651	0.102
2.260	0.300	0.074
2.260	0.552	0.116
2.260	-0.487	0.109
2.260	0.562	0.105
2.260	0.525	0.116
2.260	0.560	0.118
2.260	0.686	0.102
2.260	-0.198	0.074
2.260	-0.259	0.104
2.260	-0.371	0.105
2.260	0.656	0.104
2.260	0.264	0.080
2.260	-0.309	0.095
2.260	0.630	0.104
2.260	-0.587	0.110
2.260	0.615	0.110
2.260	0.553	0.112
2.260	0.369	0.109
2.260	-0.563	0.116
2.260	-0.648	0.105
2.260	-0.386	0.096
2.260	-0.609	0.111
2.260	0.724	0.083
2.260	-0.637	0.103
2.260	0.619	0.103
2.260	0.441	0.119
2.260	0.698	0.101
2.260	-0.597	0.107
2.260	-0.540	0.100
2.260	0.724	0.098
2.260	0.533	0.103
2.260	0.363	0.107
2.260	0.737	0.085
2.260	0.660	0.097
2.260	-0.709	0.101
2.260	-0.476	0.106
2.260	0.546	0.093
2.260	-0.425	0.117
2.260	0.676	0.095
2.260	-0.148	0.097
2.260	-0.568	0.101
2.260	0.114	0.078
2.260	0.648	0.111
2.260	0.666	0.094
2.260	0.714	0.094
2.260	-0.068	0.117
2.260	0.477	0.136
2.260	-0.093	0.090
2.260	-0.626	0.103
2.260	-0.545	0.098
2.260	-0.667	0.102
2.260	0.623	0.107
2.260	-0.395	0.093
2.260	-0.698	0.097
2.260	0.636	0.103
2.260	0.256	0.106
2.260	-0.394	0.118
2.260	-0.308	0.091
2.260	-0.561	0.120
2.260	-0.605	0.102
2.260	-0.481	0.111
2.260	0.587	0.106
2.260	-0.591	0.107
2.260	0.325	0.108
2.260	0.669	0.105
2.260	0.449	0.096
2.260	0.335	0.120
2.260	-0.505	0.124
2.260	-0.711	0.103
2.260	-0.726	0.094
2.260	0.579	0.102
2.260	0.556	0.116
2.260	0.680	0.101
2.260	0.720	0.091
2.260	-0.017	0.080
2.260	-0.631	0.117
2.260	0.553	0.102
2.260	-0.632	0.106
2.260	-0.620	0.103
2.260	-0.675	0.101
2.260	0.707	0.106
2.260	0.674	0.094
2.260	0.558	0.091
2.260	-0.125	0.089
2.260	0.589	0.115
2.260	-0.647	0.100
2.260	0.620	0.102
2.260	0.605	0.112
2.260	0.688	0.099
2.260	0.326	0.103
2.260	-0.662	0.090
2.260	-0.237	0.080
2.260	-0.589	0.102
2.260	-0.637	0.125
2.260	-0.529	0.104
2.260	-0.675	0.109
2.260	-0.700	0.106
2.260	-0.620	0.133
2.260	0.615	0.117
2.260	0.680	0.110
2.260	0.609	0.098
2.260	-0.624	0.093
2.260	0.066	0.096
2.260	-0.579	0.107
2.260	0.661	0.096
2.260	0.371	0.104
2.260	0.719	0.104
2.260	-0.582	0.111
2.260	-0.536	0.104
2.260	0.688	0.094
2.260	0.646	0.104
2.260	-0.600	0.103
2.260	0.660	0.105
2.260	-0.615	0.107
2.260	-0.295	0.088
2.260	0.007	0.075
2.260	-0.651	0.129
2.260	0.657	0.118
2.260	-0.334	0.108
2.260	0.459	0.129
2.260	-0.547	0.092
2.260	0.677	0.103
2.260	0.729	0.098
2.260	-0.631	0.103
2.260	-0.638	0.099
2.260	0.082	0.092
2.260	-0.506	0.112
2.260	-0.605	0.099
2.260	0.415	0.100
2.260	-0.601	0.109
2.260	0.673	0.109
2.260	-0.607	0.108
2.260	0.676	0.106
2.260	-0.661	0.107
2.260	0.468	0.101
2.260	-0.354	0.108
2.260	0.619	0.101
2.260	-0.298	0.110
2.260	-0.628	0.106
2.260	-0.632	0.111
2.260	0.623	0.116
2.260	0.647	0.106
2.260	0.571	0.101
2.260	-0.535	0.112
2.260	0.587	0.122
2.260	0.510	0.106
2.260	-0.509	0.110
2.260	-0.710	0.097
2.260	0.632	0.107
2.260	-0.641	0.107
2.260	-0.637	0.106
2.260	0.510	0.111
2.260	0.318	0.098
2.260	0.547	0.104
2.260	-0.487	0.096
2.260	-0.693	0.101
2.260	0.269	0.121
2.260	0.695	0.097
2.260	0.567	0.103
2.260	0.488	0.085
2.260	0.652	0.094
2.260	0.571	0.092
2.260	0.621	0.112
2.260	0.636	0.093
2.260	-0.366	0.092
2.260	0.001	0.072
2.260	0.432	0.114
2.260	0.715	0.092
2.260	0.546	0.110
2.260	0.628	0.111
2.260	0.644	0.102
2.260	-0.522	0.117
2.260	-0.595	0.094
2.260	-0.613	0.101
2.260	0.604	0.104
2.260	-0.432	0.107
2.260	0.666	0.109
2.260	-0.263	0.094
2.260	0.032	0.093
2.260	0.468	0.086
2.260	0.518	0.097
2.260	0.710	0.098
2.260	0.673	0.118
2.260	0.620	0.101
2.260	0.672	0.101
2.260	-0.691	0.104
2.260	0.636	0.107
2.260	0.574	0.102
2.260	-0.535	0.092
2.260	-0.423	0.110
2.260	-0.554	0.104
2.260	-0.643	0.101
2.260	-0.544	0.105
2.260	-0.465	0.086
2.260	-0.628	0.090
2.260	0.294	0.105
2.260	-0.592	0.102
2.260	0.555	0.104
2.260	0.703	0.095
2.260	-0.250	0.080
2.260	0.631	0.107
2.260	-0.600	0.107
2.260	0.629	0.108
2.260	-0.171	0.074
2.260	0.700	0.101
2.260	-0.660	0.119
2.260	0.602	0.119
2.260	0.613	0.097
2.260	0.608	0.097
2.260	0.559	0.101
2.260	0.390	0.101
2.260	0.673	0.106
2.260	-0.402	0.110
2.260	0.595	0.100
2.260	0.603	0.114
2.260	-0.640	0.115
2.260	-0.511	0.115
2.260	-0.689	0.101
2.260	0.568	0.118
2.260	0.472	0.106
2.260	-0.580	0.115
2.260	0.177	0.112
2.260	0.586	0.103
2.260	0.442	0.112
2.260	-0.679	0.103
2.260	0.631	0.104
2.260	-0.224	0.094
2.260	-0.574	0.101
2.260	-0.672	0.104
2.260	0.206	0.095
2.260	-0.149	0.073
2.260	0.548	0.113
2.260	-0.067	0.087
2.260	0.598	0.115
2.260	-0.187	0.093
2.260	-0.597	0.104
2.260	-0.648	0.107
2.260	0.663	0.108
2.260	-0.416	0.074
2.260	0.421	0.087
2.260	-0.574	0.098
2.260	0.642	0.114
2.260	-0.642	0.105
2.260	-0.543	0.094
2.260	0.622	0.102
2.260	-0.588	0.110
2.260	0.708	0.094
2.260	0.661	0.092
2.260	0.534	0.108
2.260	0.732	0.098
2.260	-0.632	0.098
2.260	-0.477	0.092
2.260	-0.342	0.118
2.260	0.579	0.126
2.260	-0.658	0.101
2.260	0.596	0.103
2.260	0.619	0.099
2.260	-0.546	0.099
2.260	0.477	0.108
2.260	-0.395	0.116
2.260	-0.131	0.079
2.260	0.575	0.110
2.260	-0.474	0.124
2.260	-0.294	0.081
2.260	-0.656	0.091
2.260	-0.664	0.093
2.260	-0.672	0.095
2.260	0.676	0.099
2.260	-0.424	0.098
2.260	-0.495	0.122
2.260	0.580	0.099
2.260	0.629	0.097
2.260	0.294	0.081
2.260	-0.661	0.111
2.260	-0.571	0.108
2.260	-0.506	0.116
2.260	0.371	0.112
2.260	-0.681	0.092
2.260	-0.663	0.106
2.260	-0.712	0.100
2.260	0.572	0.106
2.260	0.673	0.106
2.260	-0.663	0.106
2.260	-0.617	0.094
2.260	-0.706	0.099
2.260	0.628	0.109
2.260	0.504	0.115
2.260	0.653	0.096
2.260	-0.297	0.095
2.260	0.462	0.121
2.260	-0.609	0.135
2.260	0.638	0.105
2.260	-0.449	0.097
2.260	0.647	0.090
2.260	-0.447	0.114
2.260	0.493	0.109
2.260	0.655	0.101
2.260	0.683	0.094
2.260	-0.559	0.102
2.260	0.458	0.087
2.260	0.474	0.097
2.260	-0.547	0.095
2.260	0.563	0.115
2.260	-0.500	0.106
2.260	0.672	0.106
2.260	0.117	0.080
2.260	-0.572	0.107
2.260	-0.496	0.092
2.260	-0.052	0.102
2.260	0.582	0.102
2.260	0.588	0.107
2.260	-0.454	0.115
2.260	-0.360	0.092
2.260	0.629	0.101
2.260	0.197	0.111
2.260	-0.508	0.115
2.260	0.605	0.092
2.260	-0.680	0.106
2.260	-0.577	0.101
2.260	-0.669	0.107
2.260	-0.357	0.119
2.260	-0.147	0.085
2.260	-0.266	0.099
2.260	0.196	0.084
2.260	0.683	0.100
2.260	0.569	0.100
2.260	0.663	0.104
2.260	-0.671	0.093
2.260	0.088	0.071
2.260	0.405	0.113
2.260	0.705	0.088
2.260	-0.312	0.100
2.260	-0.730	0.086
2.260	0.605	0.097
2.260	-0.542	0.118
2.260	0.612	0.119
2.260	0.648	0.095
2.260	-0.525	0.108
2.260	-0.719	0.090
2.260	-0.047	0.114
2.260	0.572	0.110
2.260	0.463	0.107
2.260	-0.610	0.115
2.260	-0.738	0.099
2.260	0.108	0.091
2.260	-0.654	0.088
2.260	0.605	0.108
2.260	0.348	0.082
2.260	0.602	0.107
2.260	0.446	0.109
2.260	0.601	0.111
2.260	-0.504	0.101
2.260	0.578	0.119
2.260	0.600	0.112
2.260	0.637	0.108
2.260	-0.295	0.089
2.260	0.603	0.116
2.260	0.633	0.106
2.260	0.699	0.101
2.260	0.186	0.102
2.260	0.692	0.096
2.260	-0.527	0.103
2.260	-0.680	0.105
2.260	0.670	0.134
2.260	0.598	0.124
2.260	-0.587	0.120
2.260	-0.694	0.103
2.260	0.578	0.108
2.260	-0.692	0.094
2.260	-0.444	0.097
2.260	-0.691	0.100
2.260	-0.665	0.102
2.260	0.691	0.101
2.260	0.689	0.097
2.260	-0.631	0.115
2.260	-0.646	0.114
2.260	-0.586	0.087
2.260	-0.685	0.090
2.260	0.536	0.101
2.260	0.407	0.091
2.260	0.551	0.094
2.260	0.501	0.117
2.260	-0.399	0.117
2.260	0.687	0.106
2.260	-0.531	0.109
2.260	0.512	0.110
2.260	-0.660	0.100
2.260	0.634	0.101
2.260	0.625	0.113
2.260	-0.533	0.120
2.260	-0.617	0.085
2.260	0.701	0.090
2.260	0.655	0.094
2.260	0.692	0.094
2.260	-0.602	0.108
2.260	-0.318	0.118
2.260	-0.593	0.101
2.260	-0.725	0.081
2.260	0.664	0.107
2.260	0.579	0.112
2.260	-0.627	0.100
2.260	0.697	0.096
2.260	0.350	0.121
2.260	-0.595	0.106
2.260	0.721	0.099
2.260	-0.686	0.093
2.260	0.546	0.101
2.260	0.508	0.115
2.260	-0.549	0.103
2.260	-0.589	0.115
2.260	-0.182	0.089
2.260	0.576	0.110
2.260	0.642	0.097
2.260	0.685	0.097
2.260	0.590	0.102
2.260	-0.385	0.109
2.260	0.607	0.108
2.260	-0.310	0.106
2.260	0.552	0.107
2.260	0.690	0.097
2.260	0.103	0.097
2.260	-0.515	0.102
2.260	-0.494	0.108
2.260	-0.628	0.088
2.260	0.642	0.107
2.260	-0.307	0.096
2.260	-0.592	0.123
2.260	0.523	0.112
2.260	0.483	0.116
2.260	0.577	0.112
2.260	-0.586	0.097
2.260	-0.680	0.097
2.260	-0.123	0.115
2.260	-0.643	0.109
2.260	-0.664	0.103
2.260	-0.688	0.104
2.260	-0.569	0.094
2.260	0.631	0.101
2.260	-0.695	0.111
2.260	0.670	0.101
2.260	-0.609	0.110
2.260	0.347	0.094
2.260	0.577	0.118
2.260	-0.386	0.092
2.260	0.215	0.114
2.260	0.595	0.121
2.260	0.680	0.093
2.260	0.377	0.089
2.260	-0.195	0.104
2.260	0.583	0.111
2.260	0.657	0.112
2.260	0.546	0.114
2.260	-0.519	0.111
2.260	-0.630	0.116
2.260	0.607	0.119
2.260	-0.493	0.112
2.260	0.649	0.108
2.260	0.647	0.110
2.260	0.427	0.119
2.260	-0.604	0.112
2.260	-0.552	0.106
2.260	-0.552	0.090
2.260	-0.566	0.122
2.260	-0.556	0.102
2.260	-0.603	0.107
2.260	-0.493	0.120
2.260	-0.745	0.093
2.260	-0.578	0.108
2.260	-0.607	0.096
2.260	-0.576	0.112
2.260	-0.687	0.096
2.260	0.533	0.108
2.260	-0.292	0.115
2.260	-0.562	0.117
2.260	-0.698	0.096
2.260	-0.515	0.113
2.260	-0.418	0.099
2.260	0.681	0.093
2.260	-0.186	0.112
2.260	0.522	0.099
2.260	0.641	0.101
2.260	-0.690	0.104
2.260	0.247	0.103
2.260	0.686	0.093
2.260	0.560	0.105
2.260	0.700	0.102
2.260	0.592	0.109
2.260	-0.428	0.118
2.260	0.422	0.112
2.260	0.378	0.104
2.260	0.345	0.092
2.260	0.453	0.095
2.260	-0.549	0.114
2.260	0.419	0.107
2.260	0.639	0.120
2.260	-0.712	0.094
2.260	0.709	0.090
2.260	0.704	0.103
2.260	0.648	0.112
2.260	-0.636	0.098
2.260	-0.636	0.109
2.260	-0.692	0.090
2.260	0.641	0.106
2.260	-0.174	0.104
2.260	0.668	0.094
2.260	-0.574	0.099
2.260	-0.658	0.109
2.260	0.501	0.105
2.260	0.648	0.106
2.260	0.475	0.091
2.260	-0.165	0.087
2.260	0.662	0.097
2.260	0.117	0.097
2.260	0.708	0.083
2.260	0.734	0.107
2.260	0.653	0.098
2.260	0.354	0.111
2.260	-0.437	0.100
2.260	-0.627	0.115
2.260	-0.118	0.082
2.260	-0.652	0.088
2.260	0.533	0.117
2.260	-0.678	0.103
2.260	0.340	0.108
2.260	0.713	0.101
2.260	0.667	0.114
2.260	0.309	0.076
2.260	0.399	0.117
2.260	-0.233	0.100
2.260	0.670	0.094
2.260	-0.456	0.118
2.260	0.651	0.100
2.260	0.255	0.114
2.260	-0.483	0.112
2.260	0.227	0.067
2.260	-0.467	0.112
2.260	-0.407	0.115
2.260	0.703	0.094
2.260	-0.687	0.091
2.260	-0.390	0.120
2.260	0.057	0.075
2.260	-0.435	0.097
2.260	-0.566	0.088
2.260	-0.612	0.101
2.260	0.542	0.099
2.260	0.035	0.097
2.260	0.452	0.120
2.260	0.734	0.102
2.260	0.466	0.104
2.260	0.631	0.101
2.260	-0.270	0.089
2.260	0.580	0.106
2.260	0.708	0.120
2.260	0.152	0.105
2.260	-0.646	0.108
2.260	0.619	0.115
2.260	0.718	0.100
2.260	-0.603	0.108
2.260	-0.563	0.105
2.260	0.683	0.096
2.260	0.666	0.113
2.260	-0.664	0.110
2.260	0.520	0.100
2.260	-0.339	0.085
2.260	0.598	0.115
2.260	-0.624	0.114
2.260	0.546	0.107
2.260	-0.556	0.101
2.260	-0.667	0.101
2.260	-0.543	0.113
2.260	0.619	0.105
2.260	0.610	0.102
2.260	0.708	0.094
2.260	0.603	0.108
2.260	-0.550	0.111
2.260	-0.718	0.097
2.260	-0.517	0.102
2.260	0.663	0.102
2.260	-0.492	0.116
2.260	0.485	0.126
2.260	0.699	0.103
2.260	-0.645	0.123
2.260	0.534	0.119
2.260	-0.500	0.107
2.260	-0.576	0.102
2.260	-0.643	0.091
2.260	-0.481	0.116
2.260	-0.519	0.117
2.260	-0.472	0.101
2.260	-0.575	0.121
2.260	-0.630	0.106
2.260	0.643	0.106
2.260	-0.392	0.100
2.260	-0.691	0.102
2.260	0.283	0.083
2.260	0.611	0.109
2.260	0.524	0.113
2.260	-0.628	0.113
2.260	0.688	0.106
2.260	-0.171	0.079
2.260	-0.682	0.111
2.260	-0.468	0.115
2.260	-0.592	0.123
2.260	-0.467	0.109
2.260	0.647	0.109
2.260	0.503	0.121
2.260	-0.623	0.106
2.260	0.339	0.114
2.260	0.425	0.121
2.260	-0.642	0.095
2.260	-0.580	0.105
2.260	-0.129	0.082
2.260	-0.731	0.094
2.260	0.661	0.101
2.260	0.600	0.098
2.260	-0.659	0.100
2.260	0.562	0.120
2.260	-0.707	0.111
