T	<e>	d<e>
2.260	-1.401	0.114
2.260	-1.424	0.108
2.260	-1.389	0.115
2.260	-1.422	0.094
2.260	-1.406	0.102
2.260	-1.389	0.116
2.260	-1.373	0.106
2.260	-1.419	0.115
2.260	-1.451	0.108
2.260	-1.314	0.074
2.260	-1.452	0.102
2.260	-1.312	0.089
2.260	-1.413	0.102
2.260	-1.401	0.114
2.260	-1.397	0.115
2.260	-1.305	0.071
2.260	-1.394	0.104
2.260	-1.433	0.107
2.260	-1.386	0.097
2.260	-1.366	0.104
2.260	-1.464	0.094
2.260	-1.414	0.118
2.260	-1.408	0.119
2.260	-1.440	0.094
2.260	-1.425	0.102
2.260	-1.397	0.108
2.260	-1.448	0.110
2.260	-1.457	0.101
2.260	-1.440	0.092
2.260	-1.464	0.099
2.260	-1.461	0.106
2.260	-1.389	0.103
2.260	-1.410	0.094
2.260	-1.392	0.097
2.260	-1.429	0.094
2.260	-1.446	0.094
2.260	-1.439	0.092
2.260	-1.415	0.098
2.260	-1.462	0.094
2.260	-1.444	0.109
2.260	-1.425	0.105
2.260	-1.398	0.107
2.260	-1.430	0.093
2.260	-1.441	0.095
2.260	-1.344	0.086
2.260	-1.444	0.096
2.260	-1.459	0.112
2.260	-1.479	0.094
2.260	-1.304	0.099
2.260	-1.385	0.098
2.260	-1.424	0.098
2.260	-1.342	0.083
2.260	-1.447	0.104
2.260	-1.444	0.110
2.260	-1.430	0.101
2.260	-1.396	0.115
2.260	-1.460	0.099
2.260	-1.362	0.103
2.260	-1.346	0.095
2.260	-1.429	0.110
2.260	-1.422	0.111
2.260	-1.385	0.097
2.260	-1.408	0.112
2.260	-1.399	0.097
2.260	-1.441	0.098
2.260	-1.444	0.094
2.260	-1.402	0.105
2.260	-1.411	0.093
2.260	-1.448	0.105
2.260	-1.444	0.097
2.260	-1.442	0.091
2.260	-1.382	0.113
2.260	-1.322	0.092
2.260	-1.418	0.112
2.260	-1.370	0.097
2.260	-1.425	0.110
2.260	-1.443	0.094
2.260	-1.425	0.092
2.260	-1.424	0.118
2.260	-1.432	0.105
2.260	-1.466	0.103
2.260	-1.459	0.102
2.260	-1.376	0.112
2.260	-1.469	0.089
2.260	-1.354	0.087
2.260	-1.446	0.102
2.260	-1.400	0.116
2.260	-1.393	0.091
2.260	-1.459	0.122
2.260	-1.457	0.103
2.260	-1.413	0.106
2.260	-1.432	0.107
2.260	-1.454	0.094
2.260	-1.342	0.077
2.260	-1.459	0.091
2.260	-1.437	0.106
2.260	-1.417	0.099
2.260	-1.409	0.101
2.260	-1.424	0.117
2.260	-1.421	0.115
2.260	-1.361	0.112
2.260	-1.377	0.089
2.260	-1.300	0.078
2.260	-1.411	0.105
2.260	-1.436	0.106
2.260	-1.434	0.104
2.260	-1.395	0.098
2.260	-1.359	0.109
2.260	-1.392	0.108
2.260	-1.459	0.089
2.260	-1.410	0.113
2.260	-1.401	0.102
2.260	-1.402	0.102
2.260	-1.454	0.103
2.260	-1.439	0.102
2.260	-1.403	0.113
2.260	-1.363	0.098
2.260	-1.431	0.111
2.260	-1.385	0.105
2.260	-1.284	0.071
2.260	-1.472	0.105
2.260	-1.458	0.093
2.260	-1.418	0.115
2.260	-1.334	0.099
2.260	-1.345	0.109
2.260	-1.463	0.094
2.260	-1.436	0.112
2.260	-1.380	0.108
2.260	-1.375	0.119
2.260	-1.443	0.114
2.260	-1.315	0.084
2.260	-1.430	0.091
2.260	-1.420	0.102
2.260	-1.436	0.108
2.260	-1.408	0.107
2.260	-1.392	0.092
2.260	-1.446	0.112
2.260	-1.327	0.079
2.260	-1.352	0.088
2.260	-1.430	0.118
2.260	-1.481	0.103
2.260	-1.458	0.105
2.260	-1.403	0.102
2.260	-1.419	0.098
2.260	-1.355	0.096
2.260	-1.400	0.087
2.260	-1.352	0.093
2.260	-1.391	0.099
2.260	-1.403	0.135
2.260	-1.396	0.112
2.260	-1.406	0.104
2.260	-1.450	0.108
2.260	-1.421	0.101
2.260	-1.439	0.096
2.260	-1.384	0.118
2.260	-1.359	0.102
2.260	-1.468	0.085
2.260	-1.489	0.111
2.260	-1.439	0.099
2.260	-1.378	0.114
2.260	-1.454	0.099
2.260	-1.434	0.104
2.260	-1.450	0.093
2.260	-1.432	0.106
2.260	-1.454	0.123
2.260	-1.438	0.101
2.260	-1.478	0.117
2.260	-1.452	0.105
2.260	-1.357	0.098
2.260	-1.398	0.103
2.260	-1.451	0.099
2.260	-1.401	0.112
2.260	-1.417	0.104
2.260	-1.366	0.109
2.260	-1.434	0.110
2.260	-1.405	0.116
2.260	-1.361	0.109
2.260	-1.406	0.107
2.260	-1.450	0.099
2.260	-1.419	0.121
2.260	-1.475	0.095
2.260	-1.397	0.124
2.260	-1.462	0.106
2.260	-1.421	0.096
2.260	-1.418	0.101
2.260	-1.369	0.112
2.260	-1.355	0.109
2.260	-1.387	0.109
2.260	-1.389	0.120
2.260	-1.400	0.093
2.260	-1.383	0.111
2.260	-1.418	0.138
2.260	-1.414	0.108
2.260	-1.473	0.100
2.260	-1.423	0.117
2.260	-1.316	0.082
2.260	-1.431	0.115
2.260	-1.412	0.100
2.260	-1.468	0.084
2.260	-1.412	0.112
2.260	-1.409	0.105
2.260	-1.460	0.098
2.260	-1.384	0.101
2.260	-1.399	0.110
2.260	-1.440	0.102
2.260	-1.432	0.111
2.260	-1.423	0.097
2.260	-1.422	0.107
2.260	-1.416	0.098
2.260	-1.379	0.085
2.260	-1.405	0.117
2.260	-1.319	0.068
2.260	-1.421	0.117
2.260	-1.408	0.097
2.260	-1.463	0.092
2.260	-1.306	0.077
2.260	-1.374	0.117
2.260	-1.437	0.094
2.260	-1.399	0.111
2.260	-1.432	0.114
2.260	-1.406	0.108
2.260	-1.391	0.100
2.260	-1.385	0.100
2.260	-1.408	0.114
2.260	-1.322	0.078
2.260	-1.448	0.105
2.260	-1.421	0.092
2.260	-1.438	0.099
2.260	-1.457	0.103
2.260	-1.420	0.102
2.260	-1.458	0.091
2.260	-1.389	0.098
2.260	-1.420	0.109
2.260	-1.428	0.100
2.260	-1.439	0.107
2.260	-1.462	0.098
2.260	-1.379	0.112
2.260	-1.340	0.099
2.260	-1.323	0.085
2.260	-1.411	0.111
2.260	-1.385	0.119
2.260	-1.438	0.101
2.260	-1.409	0.109
2.260	-1.450	0.097
2.260	-1.459	0.088
2.260	-1.416	0.128
2.260	-1.428	0.113
2.260	-1.445	0.097
2.260	-1.428	0.102
2.260	-1.416	0.105
2.260	-1.335	0.084
2.260	-1.365	0.106
2.260	-1.430	0.105
2.260	-1.355	0.090
2.260	-1.412	0.118
2.260	-1.301	0.076
2.260	-1.372	0.110
2.260	-1.410	0.111
2.260	-1.402	0.099
2.260	-1.468	0.099
2.260	-1.423	0.095
2.260	-1.377	0.112
2.260	-1.351	0.099
2.260	-1.428	0.119
2.260	-1.420	0.107
2.260	-1.416	0.114
2.260	-1.470	0.111
2.260	-1.382	0.091
2.260	-1.373	0.092
2.260	-1.457	0.082
2.260	-1.431	0.118
2.260	-1.401	0.091
2.260	-1.413	0.107
2.260	-1.455	0.098
2.260	-1.430	0.125
2.260	-1.469	0.115
2.260	-1.463	0.110
2.260	-1.373	0.109
2.260	-1.465	0.096
2.260	-1.412	0.116
2.260	-1.417	0.118
2.260	-1.451	0.095
2.260	-1.420	0.127
2.260	-1.416	0.099
2.260	-1.392	0.108
2.260	-1.368	0.104
2.260	-1.399	0.109
2.260	-1.436	0.098
2.260	-1.388	0.119
2.260	-1.444	0.107
2.260	-1.388	0.097
2.260	-1.422	0.117
2.260	-1.424	0.093
2.260	-1.413	0.103
2.260	-1.402	0.111
2.260	-1.411	0.109
2.260	-1.357	0.111
2.260	-1.411	0.093
2.260	-1.443	0.108
2.260	-1.422	0.126
2.260	-1.472	0.104
2.260	-1.405	0.116
2.260	-1.357	0.107
2.260	-1.446	0.095
2.260	-1.301	0.074
2.260	-1.369	0.115
2.260	-1.397	0.111
2.260	-1.440	0.102
2.260	-1.473	0.103
2.260	-1.420	0.095
2.260	-1.423	0.108
2.260	-1.376	0.109
2.260	-1.420	0.094
2.260	-1.424	0.110
2.260	-1.348	0.113
2.260	-1.433	0.100
2.260	-1.339	0.081
2.260	-1.360	0.089
2.260	-1.431	0.101
2.260	-1.420	0.111
2.260	-1.423	0.121
2.260	-1.348	0.093
2.260	-1.324	0.064
2.260	-1.398	0.108
2.260	-1.404	0.094
2.260	-1.450	0.113
2.260	-1.457	0.102
2.260	-1.408	0.099
2.260	-1.428	0.099
2.260	-1.421	0.113
2.260	-1.417	0.112
2.260	-1.399	0.109
2.260	-1.377	0.103
2.260	-1.426	0.113
2.260	-1.346	0.117
2.260	-1.418	0.116
2.260	-1.357	0.112
2.260	-1.411	0.103
2.260	-1.393	0.114
2.260	-1.411	0.119
2.260	-1.450	0.101
2.260	-1.415	0.116
2.260	-1.404	0.121
2.260	-1.344	0.106
2.260	-1.470	0.088
2.260	-1.432	0.100
2.260	-1.433	0.088
2.260	-1.443	0.100
2.260	-1.317	0.074
2.260	-1.424	0.104
2.260	-1.399	0.104
2.260	-1.405	0.106
2.260	-1.408	0.116
2.260	-1.371	0.108
2.260	-1.400	0.113
2.260	-1.458	0.092
2.260	-1.456	0.097
2.260	-1.424	0.090
2.260	-1.388	0.111
2.260	-1.417	0.111
2.260	-1.378	0.092
2.260	-1.430	0.114
2.260	-1.441	0.104
2.260	-1.429	0.102
2.260	-1.407	0.111
2.260	-1.336	0.078
2.260	-1.430	0.100
2.260	-1.395	0.107
2.260	-1.392	0.118
2.260	-1.416	0.112
2.260	-1.332	0.093
2.260	-1.339	0.082
2.260	-1.426	0.116
2.260	-1.453	0.104
2.260	-1.399	0.106
2.260	-1.427	0.098
2.260	-1.462	0.109
2.260	-1.450	0.105
2.260	-1.457	0.099
2.260	-1.447	0.109
2.260	-1.456	0.109
2.260	-1.365	0.094
2.260	-1.403	0.093
2.260	-1.449	0.099
2.260	-1.331	0.078
2.260	-1.396	0.106
2.260	-1.454	0.115
2.260	-1.443	0.121
2.260	-1.413	0.100
2.260	-1.337	0.103
2.260	-1.342	0.079
2.260	-1.302	0.078
2.260	-1.450	0.113
2.260	-1.393	0.127
2.260	-1.426	0.120
2.260	-1.468	0.104
2.260	-1.412	0.093
2.260	-1.432	0.110
2.260	-1.380	0.101
2.260	-1.460	0.106
2.260	-1.433	0.100
2.260	-1.425	0.114
2.260	-1.465	0.103
2.260	-1.397	0.119
2.260	-1.377	0.102
2.260	-1.375	0.108
2.260	-1.407	0.119
2.260	-1.398	0.119
2.260	-1.478	0.089
2.260	-1.430	0.129
2.260	-1.437	0.106
2.260	-1.404	0.101
2.260	-1.401	0.107
2.260	-1.354	0.096
2.260	-1.439	0.104
2.260	-1.429	0.110
2.260	-1.455	0.113
2.260	-1.338	0.095
2.260	-1.358	0.103
2.260	-1.397	0.116
2.260	-1.428	0.094
2.260	-1.431	0.121
2.260	-1.376	0.107
2.260	-1.321	0.081
2.260	-1.447	0.112
2.260	-1.454	0.111
2.260	-1.409	0.132
2.260	-1.418	0.104
2.260	-1.356	0.103
2.260	-1.413	0.112
2.260	-1.394	0.119
2.260	-1.372	0.108
2.260	-1.454	0.105
2.260	-1.404	0.108
2.260	-1.429	0.114
2.260	-1.451	0.101
2.260	-1.368	0.112
2.260	-1.397	0.088
2.260	-1.422	0.107
2.260	-1.387	0.111
2.260	-1.392	0.100
2.260	-1.439	0.119
2.260	-1.359	0.102
2.260	-1.407	0.107
2.260	-1.467	0.107
2.260	-1.426	0.104
2.260	-1.413	0.113
2.260	-1.380	0.113
2.260	-1.457	0.105
2.260	-1.419	0.112
2.260	-1.408	0.094
2.260	-1.461	0.121
2.260	-1.388	0.092
2.260	-1.372	0.107
2.260	-1.340	0.092
2.260	-1.420	0.101
2.260	-1.421	0.109
2.260	-1.450	0.100
2.260	-1.443	0.099
2.260	-1.323	0.082
2.260	-1.418	0.109
2.260	-1.423	0.098
2.260	-1.422	0.101
2.260	-1.428	0.105
2.260	-1.427	0.102
2.260	-1.445	0.090
2.260	-1.437	0.098
2.260	-1.335	0.084
2.260	-1.378	0.096
2.260	-1.463	0.103
2.260	-1.419	0.124
2.260	-1.465	0.087
2.260	-1.441	0.111
2.260	-1.438	0.102
2.260	-1.425	0.099
2.260	-1.412	0.111
2.260	-1.426	0.097
2.260	-1.420	0.110
2.260	-1.449	0.102
2.260	-1.419	0.106
2.260	-1.322	0.082
2.260	-1.435	0.112
2.260	-1.365	0.109
2.260	-1.400	0.132
2.260	-1.431	0.113
2.260	-1.385	0.124
2.260	-1.400	0.092
2.260	-1.388	0.114
2.260	-1.404	0.091
2.260	-1.467	0.095
2.260	-1.408	0.115
2.260	-1.418	0.107
2.260	-1.425	0.105
2.260	-1.382	0.122
2.260	-1.392	0.126
2.260	-1.409	0.097
2.260	-1.422	0.122
2.260	-1.427	0.114
2.260	-1.430	0.100
2.260	-1.376	0.111
2.260	-1.381	0.110
2.260	-1.433	0.094
2.260	-1.389	0.109
2.260	-1.349	0.110
2.260	-1.428	0.093
2.260	-1.331	0.084
2.260	-1.379	0.104
2.260	-1.462	0.107
2.260	-1.400	0.113
2.260	-1.375	0.087
2.260	-1.404	0.119
2.260	-1.435	0.122
2.260	-1.444	0.098
2.260	-1.407	0.101
2.260	-1.361	0.105
2.260	-1.436	0.102
2.260	-1.462	0.102
2.260	-1.357	0.090
2.260	-1.324	0.086
2.260	-1.432	0.090
2.260	-1.477	0.085
2.260	-1.339	0.073
2.260	-1.381	0.115
2.260	-1.389	0.128
2.260	-1.451	0.101
2.260	-1.434	0.107
2.260	-1.485	0.079
2.260	-1.463	0.103
2.260	-1.433	0.084
2.260	-1.435	0.103
2.260	-1.389	0.094
2.260	-1.323	0.070
2.260	-1.448	0.101
2.260	-1.377	0.090
2.260	-1.394	0.111
2.260	-1.388	0.118
2.260	-1.348	0.102
2.260	-1.296	0.071
2.260	-1.464	0.096
2.260	-1.460	0.110
2.260	-1.440	0.114
2.260	-1.431	0.094
2.260	-1.455	0.110
2.260	-1.385	0.119
2.260	-1.449	0.114
2.260	-1.432	0.116
2.260	-1.415	0.120
2.260	-1.394	0.123
2.260	-1.411	0.094
2.260	-1.427	0.104
2.260	-1.406	0.107
2.260	-1.337	0.080
2.260	-1.457	0.093
2.260	-1.450	0.109
2.260	-1.419	0.096
2.260	-1.392	0.104
2.260	-1.375	0.113
2.260	-1.447	0.102
2.260	-1.433	0.121
2.260	-1.439	0.118
2.260	-1.399	0.094
2.260	-1.428	0.116
2.260	-1.462	0.088
2.260	-1.438	0.102
2.260	-1.344	0.094
2.260	-1.443	0.116
2.260	-1.433	0.122
2.260	-1.448	0.097
2.260	-1.377	0.107
2.260	-1.473	0.105
2.260	-1.435	0.100
2.260	-1.396	0.113
2.260	-1.456	0.106
2.260	-1.396	0.110
2.260	-1.447	0.107
2.260	-1.449	0.081
2.260	-1.423	0.106
2.260	-1.354	0.093
2.260	-1.434	0.105
2.260	-1.353	0.106
2.260	-1.445	0.107
2.260	-1.451	0.100
2.260	-1.415	0.122
2.260	-1.383	0.120
2.260	-1.453	0.100
2.260	-1.430	0.108
2.260	-1.394	0.101
2.260	-1.426	0.107
2.260	-1.406	0.113
2.260	-1.443	0.102
2.260	-1.336	0.097
2.260	-1.393	0.124
2.260	-1.415	0.112
2.260	-1.414	0.113
2.260	-1.386	0.103
2.260	-1.450	0.106
2.260	-1.455	0.090
2.260	-1.406	0.099
2.260	-1.456	0.113
2.260	-1.386	0.110
2.260	-1.439	0.099
2.260	-1.434	0.113
2.260	-1.328	0.089
2.260	-1.455	0.114
2.260	-1.421	0.102
2.260	-1.352	0.105
2.260	-1.420	0.126
2.260	-1.412	0.086
2.260	-1.386	0.095
2.260	-1.432	0.121
2.260	-1.399	0.108
2.260	-1.405	0.105
2.260	-1.421	0.104
2.260	-1.460	0.091
2.260	-1.408	0.114
2.260	-1.344	0.092
2.260	-1.382	0.091
2.260	-1.418	0.103
2.260	-1.391	0.107
2.260	-1.407	0.117
2.260	-1.461	0.103
2.260	-1.394	0.121
2.260	-1.359	0.103
2.260	-1.367	0.110
2.260	-1.452	0.101
2.260	-1.352	0.088
2.260	-1.450	0.103
2.260	-1.459	0.109
2.260	-1.309	0.073
2.260	-1.418	0.113
2.260	-1.410	0.099
2.260	-1.395	0.136
2.260	-1.418	0.115
2.260	-1.377	0.114
2.260	-1.410	0.114
2.260	-1.421	0.099
2.260	-1.355	0.104
2.260	-1.337	0.105
2.260	-1.461	0.110
2.260	-1.410	0.109
2.260	-1.353	0.097
2.260	-1.387	0.124
2.260	-1.413	0.104
2.260	-1.423	0.098
2.260	-1.401	0.122
2.260	-1.443	0.108
2.260	-1.434	0.105
2.260	-1.379	0.111
2.260	-1.398	0.103
2.260	-1.434	0.102
2.260	-1.455	0.112
2.260	-1.450	0.109
2.260	-1.422	0.106
2.260	-1.397	0.120
2.260	-1.402	0.102
2.260	-1.396	0.095
2.260	-1.407	0.115
2.260	-1.417	0.104
2.260	-1.327	0.081
2.260	-1.445	0.096
2.260	-1.420	0.108
2.260	-1.360	0.113
2.260	-1.438	0.088
2.260	-1.389	0.096
2.260	-1.470	0.093
2.260	-1.457	0.097
2.260	-1.363	0.091
2.260	-1.398	0.098
2.260	-1.434	0.109
2.260	-1.364	0.093
2.260	-1.404	0.119
2.260	-1.408	0.086
2.260	-1.444	0.109
2.260	-1.427	0.105
2.260	-1.388	0.101
2.260	-1.445	0.099
2.260	-1.357	0.115
2.260	-1.313	0.071
2.260	-1.437	0.112
2.260	-1.339	0.102
2.260	-1.421	0.105
2.260	-1.421	0.089
2.260	-1.341	0.116
2.260	-1.463	0.089
2.260	-1.387	0.109
2.260	-1.471	0.105
2.260	-1.454	0.096
2.260	-1.409	0.114
2.260	-1.463	0.091
2.260	-1.310	0.079
2.260	-1.379	0.122
2.260	-1.457	0.094
2.260	-1.390	0.106
2.260	-1.326	0.070
2.260	-1.426	0.117
2.260	-1.484	0.102
2.260	-1.462	0.114
2.260	-1.458	0.106
2.260	-1.360	0.096
2.260	-1.342	0.093
2.260	-1.473	0.103
2.260	-1.459	0.087
2.260	-1.399	0.106
2.260	-1.383	0.105
2.260	-1.409	0.110
2.260	-1.392	0.103
2.260	-1.446	0.096
2.260	-1.428	0.109
2.260	-1.428	0.115
2.260	-1.431	0.096
2.260	-1.354	0.088
2.260	-1.444	0.098
2.260	-1.366	0.096
2.260	-1.431	0.107
2.260	-1.451	0.086
2.260	-1.428	0.100
2.260	-1.452	0.095
2.260	-1.355	0.100
2.260	-1.431	0.118
2.260	-1.324	0.090
2.260	-1.419	0.107
2.260	-1.438	0.092
2.260	-1.448	0.108
2.260	-1.397	0.124
2.260	-1.446	0.096
2.260	-1.431	0.131
2.260	-1.381	0.103
2.260	-1.394	0.119
2.260	-1.427	0.104
2.260	-1.374	0.111
2.260	-1.403	0.101
2.260	-1.446	0.099
2.260	-1.337	0.089
2.260	-1.420	0.101
2.260	-1.483	0.100
2.260	-1.366	0.090
2.260	-1.452	0.095
2.260	-1.421	0.101
2.260	-1.460	0.117
2.260	-1.411	0.112
2.260	-1.384	0.113
2.260	-1.448	0.105
2.260	-1.384	0.092
2.260	-1.395	0.095
2.260	-1.415	0.105
2.260	-1.442	0.110
2.260	-1.357	0.107
2.260	-1.407	0.113
2.260	-1.367	0.103
2.260	-1.446	0.107
2.260	-1.322	0.084
2.260	-1.476	0.118
2.260	-1.437	0.105
2.260	-1.428	0.099
2.260	-1.421	0.101
2.260	-1.469	0.089
2.260	-1.428	0.119
2.260	-1.462	0.090
2.260	-1.371	0.110
2.260	-1.468	0.100
2.260	-1.333	0.080
2.260	-1.419	0.114
2.260	-1.464	0.089
2.260	-1.427	0.114
2.260	-1.409	0.117
2.260	-1.462	0.107
2.260	-1.441	0.089
2.260	-1.484	0.091
2.260	-1.415	0.099
2.260	-1.451	0.105
2.260	-1.446	0.113
2.260	-1.411	0.106
2.260	-1.326	0.115
2.260	-1.432	0.095
2.260	-1.456	0.093
2.260	-1.429	0.100
2.260	-1.373	0.113
2.260	-1.448	0.109
2.260	-1.393	0.109
2.260	-1.435	0.097
2.260	-1.448	0.091
2.260	-1.458	0.103
2.260	-1.404	0.096
2.260	-1.459	0.106
2.260	-1.452	0.107
2.260	-1.451	0.104
2.260	-1.463	0.104
2.260	-1.344	0.092
2.260	-1.445	0.093
2.260	-1.441	0.109
2.260	-1.458	0.093
2.260	-1.420	0.115
2.260	-1.389	0.100
2.260	-1.383	0.120
2.260	-1.371	0.088
2.260	-1.417	0.104
2.260	-1.394	0.112
2.260	-1.453	0.116
2.260	-1.478	0.095
2.260	-1.418	0.097
2.260	-1.406	0.109
2.260	-1.467	0.111
2.260	-1.425	0.104
2.260	-1.412	0.097
2.260	-1.435	0.120
2.260	-1.427	0.086
2.260	-1.384	0.090
2.260	-1.440	0.098
2.260	-1.434	0.098
2.260	-1.407	0.094
2.260	-1.478	0.089
2.260	-1.478	0.085
2.260	-1.437	0.110
2.260	-1.362	0.095
2.260	-1.418	0.108
2.260	-1.419	0.091
2.260	-1.401	0.110
2.260	-1.473	0.082
2.260	-1.443	0.096
2.260	-1.367	0.096
2.260	-1.438	0.099
2.260	-1.419	0.114
2.260	-1.384	0.088
2.260	-1.436	0.104
2.260	-1.413	0.121
2.260	-1.456	0.113
2.260	-1.435	0.101
2.260	-1.308	0.071
2.260	-1.322	0.077
2.260	-1.370	0.101
2.260	-1.360	0.100
2.260	-1.442	0.108
2.260	-1.435	0.110
2.260	-1.388	0.108
2.260	-1.371	0.103
2.260	-1.459	0.105
2.260	-1.411	0.108
2.260	-1.384	0.094
2.260	-1.361	0.114
2.260	-1.393	0.101
2.260	-1.373	0.106
2.260	-1.349	0.105
2.260	-1.440	0.093
2.260	-1.415	0.093
2.260	-1.410	0.110
2.260	-1.455	0.106
2.260	-1.457	0.108
2.260	-1.385	0.120
2.260	-1.407	0.111
2.260	-1.406	0.105
2.260	-1.331	0.080
2.260	-1.419	0.115
2.260	-1.434	0.118
2.260	-1.459	0.106
2.260	-1.434	0.112
2.260	-1.342	0.073
2.260	-1.428	0.101
2.260	-1.324	0.077
2.260	-1.445	0.108
2.260	-1.420	0.116
2.260	-1.462	0.101
2.260	-1.414	0.098
2.260	-1.440	0.120
2.260	-1.453	0.098
2.260	-1.317	0.077
2.260	-1.421	0.101
2.260	-1.434	0.109
2.260	-1.428	0.098
2.260	-1.370	0.117
2.260	-1.409	0.131
2.260	-1.378	0.109
2.260	-1.417	0.100
2.260	-1.418	0.112
2.260	-1.452	0.120
2.260	-1.445	0.090
2.260	-1.324	0.076
2.260	-1.467	0.104
2.260	-1.399	0.100
2.260	-1.356	0.110
2.260	-1.393	0.106
2.260	-1.435	0.115
2.260	-1.453	0.090
2.260	-1.425	0.116
2.260	-1.327	0.080
2.260	-1.346	0.099
2.260	-1.390	0.105
2.260	-1.441	0.110
2.260	-1.433	0.108
2.260	-1.423	0.112
2.260	-1.385	0.109
2.260	-1.438	0.093
2.260	-1.354	0.102
2.260	-1.381	0.098
2.260	-1.409	0.103
2.260	-1.483	0.098
2.260	-1.423	0.123
2.260	-1.380	0.119
2.260	-1.425	0.121
2.260	-1.439	0.090
2.260	-1.463	0.098
2.260	-1.422	0.099
2.260	-1.435	0.099
2.260	-1.427	0.100
2.260	-1.458	0.108
2.260	-1.413	0.101
2.260	-1.448	0.086
2.260	-1.423	0.109
2.260	-1.434	0.121
2.260	-1.474	0.103
2.260	-1.451	0.110
2.260	-1.414	0.108
2.260	-1.375	0.120
2.260	-1.320	0.072
2.260	-1.436	0.104
2.260	-1.427	0.116
2.260	-1.414	0.105
2.260	-1.467	0.100
2.260	-1.437	0.105
2.260	-1.403	0.111
2.260	-1.408	0.102
2.260	-1.376	0.110
2.260	-1.384	0.101
2.260	-1.422	0.109
2.260	-1.422	0.109
2.260	-1.454	0.098
2.260	-1.431	0.096
2.260	-1.436	0.096
2.260	-1.404	0.105
2.260	-1.445	0.103
2.260	-1.364	0.094
2.260	-1.441	0.104
2.260	-1.447	0.110
2.260	-1.412	0.117
2.260	-1.417	0.108
2.260	-1.407	0.100
2.260	-1.320	0.077
2.260	-1.428	0.088
2.260	-1.450	0.095
2.260	-1.471	0.098
2.260	-1.332	0.082
2.260	-1.373	0.120
2.260	-1.393	0.110
2.260	-1.336	0.082
2.260	-1.439	0.090
2.260	-1.394	0.113
2.260	-1.362	0.090
2.260	-1.461	0.091
2.260	-1.389	0.134
2.260	-1.452	0.096
2.260	-1.411	0.109
2.260	-1.320	0.097
2.260	-1.408	0.119
2.260	-1.437	0.098
2.260	-1.438	0.104
2.260	-1.425	0.124
2.260	-1.427	0.109
2.260	-1.459	0.092
2.260	-1.417	0.117
2.260	-1.367	0.099
2.260	-1.425	0.106
2.260	-1.450	0.104
2.260	-1.465	0.095
2.260	-1.436	0.106
2.260	-1.354	0.092
2.260	-1.440	0.103
2.260	-1.413	0.113
2.260	-1.355	0.090
2.260	-1.423	0.114
2.260	-1.448	0.101
2.260	-1.420	0.111
2.260	-1.420	0.116
2.260	-1.430	0.102
2.260	-1.458	0.104
2.260	-1.433	0.105
2.260	-1.413	0.101
2.260	-1.419	0.099
2.260	-1.409	0.126
2.260	-1.446	0.104
2.260	-1.324	0.070
2.260	-1.326	0.069
2.260	-1.364	0.099
2.260	-1.436	0.098
2.260	-1.434	0.105
2.260	-1.419	0.106
2.260	-1.408	0.104
2.260	-1.386	0.103
2.260	-1.415	0.114
2.260	-1.333	0.080
2.260	-1.432	0.109
2.260	-1.429	0.107
2.260	-1.435	0.093
2.260	-1.391	0.099
2.260	-1.393	0.103
2.260	-1.399	0.118
2.260	-1.379	0.086
2.260	-1.427	0.102
2.260	-1.306	0.080
2.260	-1.389	0.119
2.260	-1.356	0.098
2.260	-1.375	0.110
2.260	-1.447	0.103
2.260	-1.379	0.116
2.260	-1.428	0.106
2.260	-1.461	0.091
2.260	-1.438	0.098
2.260	-1.397	0.112
2.260	-1.424	0.144
2.260	-1.415	0.101
2.260	-1.380	0.121
2.260	-1.377	0.115
2.260	-1.408	0.123
2.260	-1.469	0.093
2.260	-1.469	0.094
2.260	-1.326	0.095
2.260	-1.420	0.121
2.260	-1.421	0.122
2.260	-1.295	0.072
2.260	-1.460	0.094
2.260	-1.429	0.108
2.260	-1.423	0.127
2.260	-1.453	0.115
2.260	-1.466	0.106
2.260	-1.451	0.104
2.260	-1.397	0.094
2.260	-1.355	0.085
2.260	-1.302	0.080
2.260	-1.407	0.119
2.260	-1.382	0.095
2.260	-1.433	0.099
2.260	-1.343	0.096
2.260	-1.456	0.088
2.260	-1.382	0.121
2.260	-1.418	0.102
2.260	-1.424	0.114
2.260	-1.403	0.110
2.260	-1.390	0.116
2.260	-1.447	0.112
2.260	-1.452	0.094
2.260	-1.456	0.102
2.260	-1.454	0.098
2.260	-1.369	0.098
2.260	-1.369	0.106
2.260	-1.373	0.090
2.260	-1.397	0.105
2.260	-1.357	0.090
2.260	-1.335	0.087
2.260	-1.386	0.106
2.260	-1.440	0.110
2.260	-1.379	0.099
2.260	-1.353	0.087
2.260	-1.444	0.104
2.260	-1.396	0.128
2.260	-1.445	0.087
2.260	-1.493	0.081
2.260	-1.367	0.097
2.260	-1.423	0.110
2.260	-1.407	0.121
2.260	-1.390	0.112
2.260	-1.409	0.102
2.260	-1.403	0.130
2.260	-1.428	0.106
2.260	-1.426	0.104
2.260	-1.424	0.111
2.260	-1.356	0.093
2.260	-1.432	0.097
2.260	-1.388	0.125
2.260	-1.433	0.091
2.260	-1.440	0.119
2.260	-1.401	0.107
2.260	-1.441	0.095
2.260	-1.379	0.099
2.260	-1.418	0.106
2.260	-1.311	0.067
2.260	-1.417	0.097
2.260	-1.424	0.095
2.260	-1.435	0.114
